Region,Year,Land_Cover_Type,Area_sq_km,NDVI,Population_Density,Temperature_Anomaly
Europe,2023,Urban,3690.541030051451,0.12761064364221011,398.55505587512397,-0.4222237550158616
South America,2017,Agriculture,4348.045563394122,0.7068846810224023,58.528233749167,-0.005909585471900733
Europe,2008,Urban,7303.832206754441,0.25199976360404197,352.63487485178166,-0.5515256818379408
Arctic,2007,Urban,7269.280413199945,0.15426330007374575,23.71508209726127,2.971910992552137
Europe,2009,Water,5373.8704158062465,0.7148688039780832,132.87833742702742,0.545971837296784
Africa,2016,Barren Land,1777.2435619133748,0.6108577844032499,393.09342453806823,0.29790595695767685
Arctic,2022,Urban,515.2486550036878,0.045742744145535835,6.394934407798981,2.061990834809725
Africa,2005,Wetlands,1793.2388743355334,0.835317858567064,219.78701506578398,2.5306320933062327
North America,2013,Urban,720.5674371374497,0.1575078980426075,239.08932068920856,-0.1574097776840438
North America,2021,Wetlands,5836.274903294026,0.8714388548134099,184.1320158840377,-0.6968863726545788
Arctic,2021,Water,1948.7596650700898,0.21074832080021888,15.200096965801562,0.8269391422284336
South America,2005,Agriculture,5292.107396035137,0.21675063414653667,405.17815047006167,0.9053551128643544
North America,2006,Urban,3379.380633398912,0.32314871919989385,320.22215160685744,1.6312188190699128
Europe,2011,Water,1923.594522658785,0.7360469921029641,306.0474466258751,-0.8480560262756093
Africa,2002,Forest,2211.6818384228,0.874844213868614,800.5607542697912,-0.28489667884980874
North America,2013,Water,1805.637528436345,0.17152860058489452,1510.8162716106033,-0.35943020026117056
North America,2021,Barren Land,937.0950146545653,0.8034238664415737,251.24700770202202,-0.12409682688976757
South America,2018,Barren Land,10741.785476594996,0.5771205097302888,128.43649705189708,-1.767772131504715
Arctic,2022,Agriculture,3088.6355406753014,0.2381422945091815,45.27086116855443,2.806726193957011
Arctic,2015,Wetlands,3383.3074549580074,0.4152686485652554,4.597999318463634,3.190244148170626
Australia,2006,Agriculture,3312.903688291187,0.6328330819855522,215.79139985810767,-1.9045545039380627
South America,2007,Wetlands,5731.987347526371,0.20642465908238875,223.0218705376769,1.7579350736455062
Europe,2017,Wetlands,1658.6672433619315,0.515629740845363,1230.7348108197434,1.6175380919147955
Arctic,2024,Wetlands,7564.324946469649,0.3046466355390251,141.33864627685233,-1.0698506847002465
Africa,2012,Wetlands,3876.67456595106,0.8188405581853074,577.9858692271746,-2.173318223424589
South America,2020,Barren Land,2500.4115109140803,0.3239152813399201,192.17534969337976,-0.13292984508764355
North America,2008,Barren Land,8383.184479274518,0.7353871085179322,237.70851311200403,1.3160404153661014
Africa,2009,Urban,2452.771139676447,0.2959401292271188,138.70173575761842,0.28977075394576457
Africa,2020,Barren Land,6814.059548694023,0.2024395878589446,637.5778661340534,0.0213843668315621
North America,2022,Agriculture,3292.3206784120393,0.11378654620469836,411.7721090279145,0.5736620620666372
South America,2008,Barren Land,1913.1968911682848,0.5651277567187653,442.76764624299074,-0.8080942092649501
North America,2014,Agriculture,5088.618873260362,0.7315831090327886,44.78547939571192,1.2773597133614718
Australia,2019,Forest,1101.2490216179754,0.6522535913542052,152.56544912118582,-0.10361664599741714
Africa,2001,Barren Land,2847.983190761841,0.7506779881599003,277.48371746704635,-1.6330280186931359
Asia,2024,Agriculture,3600.4408602896865,0.5978425123740113,39.94217281188121,-0.7954776830562419
Asia,2012,Wetlands,9690.894332248321,0.6226338893378403,137.95565168902667,0.36900863582438714
Europe,2001,Water,9096.975767322841,0.12252354061002046,27.447974466087178,-0.28967935144317664
Arctic,2018,Wetlands,4593.81984858193,0.08543928116777044,95.70954556908049,1.606735885467786
North America,2001,Urban,2633.4941158571755,0.27200947766907996,417.4081471843504,0.20293273794733302
North America,2002,Agriculture,383.662529876298,0.7102746259010313,290.86641186302955,0.3586244426779137
Europe,2005,Wetlands,6381.083153558649,0.5337423824514608,68.76977816192232,-1.2303811573480583
Europe,2002,Barren Land,7035.013841199259,0.5721321019608276,121.99709215928021,1.2234916835555716
Europe,2009,Barren Land,4546.423601750062,0.591492671876062,46.81546126361158,-0.1311217558858988
Africa,2023,Forest,4097.23737216104,0.22079166609979145,276.5262876201468,0.41968633120911647
Australia,2005,Water,5987.474607351675,0.6343268834007441,515.3007463863785,0.09738192299248424
North America,2022,Agriculture,3219.427956082496,0.4827759814096403,5.766014745418201,-0.4101167439555674
Africa,2015,Wetlands,4385.741088192748,0.5820183813498233,39.25569222680436,0.9116437157322783
Europe,2016,Water,720.8663496591438,0.5505134630484181,78.15620131623075,0.08116920689853675
North America,2018,Forest,5765.5443094345355,0.8524802385158773,375.59905892576376,0.07331759870293683
Africa,2002,Urban,5554.6775527553455,0.14194184438911406,807.8853609600029,-2.4886937075672746
Australia,2017,Water,9064.85214037893,0.3988209960539616,419.5250670170872,0.8199519873964188
Africa,2006,Forest,3047.6487788617087,0.4959420542635964,267.95882172620105,-0.17053365847745441
Australia,2008,Agriculture,1538.851609249614,0.70996487933921,33.31713452558831,0.7549323998094809
Europe,2019,Urban,6986.094542463315,0.17795603897697132,421.84429112194766,1.6449613308479023
Australia,2011,Barren Land,8048.934905119221,0.24165981736004377,33.49398300238278,0.8233665715972965
North America,2004,Forest,3376.432957482076,1.0637193316003477,128.1705443334748,0.05415132643164642
Europe,2002,Barren Land,6176.3533988329955,0.4947054911716382,110.44711704577207,-0.28642711509078983
North America,2010,Urban,2577.4386377501596,0.07495938660994018,133.5223499034067,2.52572319226632
Asia,2024,Forest,2692.5776556905344,0.7634639577529942,119.93246796972481,0.4833853138086508
South America,2003,Forest,4564.310119468263,0.8295958632273444,439.8347597099138,0.2096300881530726
Australia,2004,Urban,2664.320313750374,0.20007130845084653,56.522557683480464,-0.1829398791921355
South America,2000,Agriculture,4068.917472422652,0.6171657746218571,560.9410503848667,-0.8965567643040447
South America,2017,Forest,3630.1233423065114,0.2857678699034208,586.1287894798251,-1.9506868330255778
Australia,2011,Urban,1226.1894433020063,0.15773516328972126,202.54846255688122,1.5211762907551794
Europe,2012,Water,4052.8022578116465,0.22946288269729298,33.664770896081436,-0.7793830668599554
Asia,2008,Barren Land,1263.2365121427742,0.40978820509184677,256.98743366473195,-0.19031555284991938
North America,2001,Forest,5835.91692679996,0.6602885012994424,515.9958446548658,-0.10605847628658058
Africa,2004,Water,10604.536108317656,0.45403152574553063,123.02966214695498,1.4331079305455219
North America,2012,Forest,2947.131194383525,0.689486247106311,545.5803144004623,-0.7662919054877166
Africa,2015,Agriculture,14600.40910832716,0.5014073386948414,406.74663263769565,0.2573487513832925
North America,2015,Urban,7947.69669177895,0.14170059948856203,1308.5834666730661,0.5121633395741857
Australia,2023,Forest,4102.472062225743,0.25767935819617166,522.3963936755085,-1.384452482132051
Asia,2002,Urban,2706.798086270401,0.12085531565480873,67.50626775996929,-1.478464181254987
Africa,2021,Wetlands,9976.286679084122,0.2605706015156799,214.57002152343293,-0.7150195429713834
Arctic,2003,Forest,9855.928454802704,0.39956270097154106,3.277992841105843,2.2436699580746207
Europe,2010,Agriculture,4346.483576218709,0.7559734755299047,21.664957897831776,0.1164901809228325
North America,2022,Agriculture,2247.231291360453,0.6763108842395406,367.30800642702786,-0.11908256328907835
North America,2013,Water,5439.862265730119,0.6149873175961267,732.3190842623137,0.652385999557746
Africa,2002,Agriculture,5026.867309619509,0.3462810830510157,1308.047147976102,-0.856795611649463
Europe,2015,Urban,1472.3497043852105,0.2675153789140836,94.60493711856864,-0.17054480643604644
Europe,2021,Wetlands,2423.719025882989,0.5840667679913171,67.60805506601768,-0.11354248563475942
Australia,2014,Agriculture,7045.591511469737,0.13751469335010055,246.44412609123574,-0.8297876177467686
Arctic,2009,Forest,3074.085154023962,0.4956538168288394,6.72657662968955,4.301694951280329
Australia,2008,Agriculture,2164.7840102943373,0.16396307288131143,105.25348715910727,-2.160437988748396
Australia,2010,Wetlands,8214.494163726742,0.5021663233270711,544.6183713487251,1.2406808322122653
Australia,2015,Urban,6902.047127103412,0.20418212887010073,498.9510796884695,0.8000722127092585
Australia,2009,Forest,2505.2686572236225,0.9235269012080464,676.3479088850626,0.8082876048553111
Australia,2016,Water,11312.932256627651,0.8304540008338931,197.47507598899423,0.09584853478153166
Asia,2018,Water,3191.8495668218557,0.8517406332078343,249.0929075640869,1.3335785733889212
Europe,2001,Water,4361.4898267501185,0.5557377067831826,441.67270180125604,-0.44835959709633827
Australia,2023,Forest,3595.0620919909115,0.7718805410031393,82.04127257377989,0.39243919149506556
Europe,2022,Water,1685.0097557569363,0.17081588993005042,519.6403351686419,0.07320042549538541
Europe,2001,Agriculture,2999.9593822339384,0.4903328086752178,5.3140321778484205,-0.2323109049289033
South America,2005,Forest,3309.936614926058,0.9819424360725932,479.34158360789,0.12185200601877916
Asia,2018,Forest,543.272701155065,0.5574692649965386,448.7095093367108,-0.9487590882876141
Australia,2007,Forest,4202.656193446659,0.1868101780160934,107.76629033939756,-0.6640326001344216
North America,2002,Barren Land,6314.49129493852,0.2605129139331629,390.489315582739,1.5803137533960019
Africa,2013,Urban,1917.078671416321,0.17744221517935832,86.68453036012055,2.8815978084487095
Arctic,2024,Barren Land,5546.428736046201,0.145011321963621,25.75711944115975,2.519955329597683
North America,2015,Barren Land,7296.4766931956765,0.41383406827337654,361.7791908048067,0.833558045314574
Asia,2000,Barren Land,3037.341156751678,0.3663695002688473,376.2630310497866,0.2520314851910502
Africa,2020,Urban,16773.654134357548,0.1420572969011047,1465.4640992017844,0.45505455896592295
Asia,2002,Barren Land,4127.702160762162,0.1729316878054683,60.269959192518094,0.5437918577045614
Europe,2021,Water,514.3793224620542,0.8061717528692691,196.63904183520876,1.0354284330945405
Africa,2017,Forest,1590.4681563015229,0.7849980033267966,763.6086424476374,1.5369498175386869
Europe,2008,Forest,4267.190321443183,0.7184466321303596,247.3272647242001,-0.884414138574311
North America,2005,Agriculture,5342.226244272937,0.5851755264763255,627.1847840499024,2.8277985239018646
North America,2022,Wetlands,3539.020520113699,0.417201779771727,170.7795159462518,0.13826896092380053
Africa,2020,Water,6124.3836666899715,0.7586522470811999,571.1259672904741,0.13859606620321088
Africa,2024,Urban,5428.43204479565,0.3376127980569404,734.6160445071106,-0.41290934234534993
Australia,2000,Wetlands,1995.9450836419683,0.10449379919635292,562.0979413027636,-0.40908202095079593
Asia,2020,Forest,3626.994856786028,0.19603053776448712,615.2330066552163,0.616370903729376
Australia,2009,Barren Land,788.4484775359672,0.6399804938930234,74.3671861245984,0.6371566726973005
Asia,2005,Agriculture,2601.848254436311,0.28885337817845774,173.40182585588343,0.5652236712360638
Australia,2022,Agriculture,5082.494411700568,0.8293639990159055,57.55592492425573,-0.454835663145509
Europe,2011,Forest,1595.166477502967,0.7607165425116047,59.733338727766515,-2.7011832631028403
Africa,2003,Water,4186.595533814669,0.39463300412697044,240.87363172516706,-1.7955335990913182
North America,2012,Wetlands,3818.6782228063994,0.43222592222354417,966.3216307958749,0.013287851627688873
Asia,2016,Agriculture,10748.989745708697,0.6527060041972464,268.8812225058364,0.33588133752025845
Asia,2007,Forest,6871.078446748382,0.2553255384980576,576.9264712248503,-0.4196957781967513
North America,2019,Water,757.4797700508522,0.8067295041972876,830.2636121078074,-0.6929022299272285
Australia,2002,Forest,12491.055841198917,0.12458083049297065,27.166320365509684,0.29669320911200453
Asia,2011,Forest,8603.172243549996,1.0597890751717116,53.04406260353762,-0.10763128795087822
Arctic,2006,Water,4005.607965732611,0.1170581921452377,10.310298546541008,1.5235073217503199
Europe,2011,Water,6096.579812927687,0.693689086891106,287.74151737015166,-1.6155058524534813
Africa,2001,Water,2703.999338185313,0.13193976563452844,22.93800911790088,-0.8439345975905111
North America,2023,Forest,3321.774770681573,0.5341717430813689,463.45272236591137,0.9325924501331961
Africa,2013,Agriculture,2562.930313842105,0.6042509458513099,23.729075349902576,-0.9626328081996482
Arctic,2021,Urban,5303.3220784612695,0.031236393214893445,5.174646956177592,2.66365447466129
Asia,2022,Urban,15041.131537448131,0.18185392924797564,144.23826645560956,1.3864040983763448
Asia,2004,Forest,2490.034294177002,0.4110109469858136,244.74353675627526,-0.7910622181337352
Arctic,2008,Forest,3051.7904529630655,0.29915693374425256,63.98645285157878,1.5553461609479795
North America,2020,Agriculture,3410.2469313920574,0.5036612287753185,995.027466425284,0.9873499719338419
Europe,2010,Water,2602.726033465829,0.7281852846738469,647.9148053793934,1.2328317503066524
South America,2004,Forest,5089.770467775716,0.23856434730710177,33.96561238855298,-0.6447946328289008
North America,2002,Barren Land,7237.0991909665045,0.16617568083797318,299.2742219003463,-1.621327843859338
South America,2016,Water,2148.228942577998,0.4215121865910326,174.86547836527637,1.2548764115873359
Arctic,2001,Forest,3377.898991861585,0.48600956130073564,4.033115846000594,2.5838575767823064
Australia,2023,Barren Land,5574.1919365578315,0.7842156157376744,242.98006451189264,0.40062972587287105
South America,2000,Wetlands,1575.2016688304316,0.5479943274251272,132.32378680093035,0.9155921472883846
Europe,2006,Agriculture,1136.9903837326772,0.8110190551768857,127.29707261614192,-1.1851086019339763
Australia,2013,Barren Land,2113.6286245672723,0.7442748780389695,29.76221840183601,0.39119903557923325
South America,2004,Forest,5775.20565465924,0.38682188168932746,1156.8766812477836,-0.28526652554865306
Arctic,2018,Urban,1504.0442931022774,0.04721700487133282,38.83442501262047,2.6027558196768243
Australia,2010,Forest,2237.5407786908136,0.4091102409376376,98.69050714658785,0.7990383682725635
Arctic,2022,Urban,3401.8098727901956,0.056338860550210305,74.83967719729303,2.976553309695453
South America,2024,Agriculture,3844.0510588714637,0.5981750341269577,887.4569461186661,0.5985609757355548
Arctic,2001,Agriculture,3056.3709804498512,0.28395964510986005,49.881180451019475,2.250683264825594
Europe,2007,Water,3460.5793468666925,0.5787499067622254,323.0392391992582,0.28416257069736756
South America,2008,Water,863.2356237885195,0.2514428291931591,141.66259502233333,0.3667642850217683
South America,2002,Urban,2041.9144263908215,0.2933960720884604,170.93207782779538,-0.6243058513063588
South America,2001,Urban,6083.98725682531,0.17876034673364205,182.097039910652,-0.3704964146036378
North America,2006,Agriculture,1905.5566362735165,0.47796153629322635,891.3859857841076,0.4023366427484286
North America,2004,Barren Land,3923.6042138112657,0.8975694769689917,428.3032097629545,0.6504799857754295
North America,2020,Urban,3643.453810231022,0.13032697150807943,103.59941638374424,-0.6509928628160224
Europe,2004,Urban,5655.34813696451,0.16612416131446747,293.96138316894195,-1.0766319820247496
Australia,2019,Barren Land,6242.054598231294,0.6411705663232699,270.3471497772352,-1.6752990873112694
Arctic,2012,Water,7464.97539130037,0.40216520807609657,50.1596721794577,0.7386647067404082
